0 7.72246 7.54361 10.9223 10.7011 12.613 13.1971 12.4062 13.7001 10.9969 15.4259 14.5731 15.8723 17.342 18.6882 17.479 19.4781 21.3808 19.8987 26.6147 25.5773 25.9461 25.8247 28.9509 28.0823 30.3211 31.7488 27.8461 32.573 32.3743 31.7321 34.1975 33.548 35.998 33.8092 35.9346 36.3848 37.9552 37.1032 38.2015 38.0501 36.9458 39.2196 39.9258 37.9014 39.9162 40.8469 40.2434 39.1792 41.7588 39.6762 43.3013 43.141 44.3426 43.9635 45.3522 42.8053 44.1981 45.8165 44.7529 48.4453 45.384 49.1921 48.1941 49.8459 50.5647 48.1737 51.5149 51.4919 48.3802 51.1015 53.3867 49.7395 49.4347 50.2241 52.2092 52.6267 54.5907 52.8997 51.5078 53.8365 54.9623 54.7679 52.5461 52.8302 56.8619 56.4599 55.1396 53.5216 54.2251 55.7721 57.306 59.8396 58.9693 60.7738 57.4397 59.5802 61.7679 60.9526 68.6551 
7.72246 0 6.56516 13.6475 14.2 14.8014 6.17642 15.3888 13.3616 18.0316 12.3227 17.5338 15.714 19.7464 15.977 20.4144 19.2123 26.1425 27.3522 21.6123 26.0664 19.0525 29.7333 29.5046 32.1602 30.3017 26.2636 35.458 28.2045 34.6662 39.0998 33.546 36.2752 29.7078 41.137 36.8761 38.5522 33.1762 36.4751 32.5519 30.5621 38.2111 37.3441 33.3284 44.4553 38.0713 33.3253 43.0362 46.8265 41.152 47.0307 35.5789 42.4156 39.8757 43.1101 39.3239 50.3957 47.8286 45.0684 51.5881 40.7782 52.6324 41.9094 51.9811 43.9871 46.0511 55.1827 45.6586 44.0059 56.0593 49.6966 47.0321 56.4928 57.0276 54.8745 57.4086 48.8954 47.8725 56.6786 55.8666 58.4409 51.3195 48.1733 58.9305 58.732 51.2889 51.8659 58.2982 57.7645 60.8442 61.9685 62.44 53.5427 53.3469 54.3819 63.8664 65.0152 55.9194 66.5866 63.9366 
7.54361 6.56516 0 17.5647 8.04703 8.27549 12.4072 19.2192 7.10586 18.2881 18.6561 11.0694 9.47156 24.0358 22.2906 24.3955 24.802 20.0117 23.6976 28.149 31.4384 19.631 23.3007 23.2339 35.4569 24.2219 32.6994 33.9754 34.7682 28.1153 34.9987 27.7443 40.5353 35.8222 36.9272 42.1251 32.0168 39.7083 42.373 38.9128 35.3452 43.3084 43.6198 33.0899 39.1802 32.9179 37.9873 36.4718 45.0558 47.0632 46.2742 38.9804 36.6923 46.4267 49.1124 45.512 46.775 51.5108 51.0421 46.5484 43.4014 52.1034 43.0663 45.461 50.2302 43.0212 50.3344 44.2017 45.7658 54.0294 44.3352 46.3059 56.8936 55.454 57.7376 51.2196 55.4575 47.764 50.1526 58.9843 52.0601 47.4898 53.9864 59.8824 60.3074 49.4472 48.9169 51.7338 60.9812 61.4481 56.2966 56.2134 52.7055 59.6536 53.692 64.7504 58.9032 54.4293 60.5637 70.4424 
10.9223 13.6475 17.5647 0 21.5038 23.5293 14.9904 1.74139 24.3713 10.2663 9.99424 25.3688 26.6333 6.48574 11.5189 6.87134 9.46225 31.1295 25.1073 21.2218 14.8163 32.1437 35.9768 39.872 18.5165 41.2132 26.6242 27.4444 25.6475 43.0761 36.4423 45.0213 22.9846 32.1113 38.5883 25.0182 47.0905 31.2781 26.5826 32.9186 37.688 26.0262 29.3875 46.4741 44.7164 50.4716 40.5369 50.713 38.5675 31.1743 37.0214 45.1279 53.9777 36.957 33.462 40.4477 45.8092 34.2454 35.253 50.7251 51.2624 42.0859 53.9724 58.0703 44.458 59.6592 53.585 59.1666 55.4376 47.8974 61.8174 60.2749 44.634 48.0184 41.2591 60.7948 44.1437 60.7878 62.7385 42.2209 63.0146 64.7108 50.8061 46.4505 45.7202 64.8698 65.4901 65.3321 44.1173 48.6955 62.8795 65.9034 66.799 52.9238 67.5658 51.4001 67.7879 69.4067 68.8778 61.0856 
10.7011 14.2 8.04703 21.5038 0 2.70799 20.2944 22.8681 6.68157 17.998 25.3692 3.87363 7.63034 27.7886 28.8629 27.7527 30.1635 11.9873 17.7301 35.7056 36.2543 25.7318 15.6338 18.6844 37.3582 20.3326 40.4555 30.073 42.1309 21.677 28.148 24.5002 43.5307 43.804 29.9412 46.4976 25.6858 47.2579 47.8029 46.7514 43.2481 47.4293 49.7921 37.8707 31.3491 30.9766 45.8444 29.6382 40.4666 52.4598 42.8188 46.2872 33.2953 53.8804 54.6604 53.4682 40.2122 53.4675 56.5167 38.8294 50.2069 48.7846 48.8101 38.0133 58.1587 44.2829 42.725 47.4017 51.94 48.993 41.5866 50.2507 54.5818 50.8934 58.4899 43.2387 62.6126 52.3008 42.7238 60.0526 44.256 47.456 62.0313 58.1852 59.3713 52.0813 50.142 44.6799 62.1515 59.3053 48.2779 48.2557 56.4146 67.5404 57.5414 62.8982 50.8899 57.3841 52.5275 78.0491 
12.613 14.8014 8.27549 23.5293 2.70799 0 20.6684 24.9715 4.49065 20.6198 26.5577 2.88397 4.99851 29.9089 30.1315 29.954 31.884 12.2515 20.0086 36.411 38.1595 24.1121 15.0675 16.382 39.8382 17.8952 40.9716 32.6625 42.9893 20.1195 29.9759 21.9777 45.859 43.9749 31.6847 48.5461 24.0889 47.9735 49.5571 47.1655 42.6485 49.5395 51.2824 35.7383 32.3602 28.3288 45.1692 28.3375 42.9272 54.2328 45.4291 45.1079 30.8324 54.6764 56.3871 53.6876 42.1153 55.9695 58.2703 39.9553 48.7261 51.4007 46.9072 37.1878 58.429 41.6141 43.9551 44.926 50.1793 51.3465 39.0458 47.893 57.265 53.3381 61.1205 43.1696 63.6226 50.0595 41.8816 62.6577 43.8393 44.748 61.9238 60.8881 62.0779 49.5224 47.4661 43.5427 64.7487 61.9941 48.8183 48.1197 54.0023 67.8775 55.1517 65.5962 50.9192 54.8574 52.6704 78.7166 
13.1971 6.17642 12.4072 14.9904 20.2944 20.6684 0 16.5863 18.571 22.1255 9.09583 23.4766 20.8177 19.895 12.4229 20.9129 17.2819 32.2689 33.0928 15.9605 24.1536 17.7375 35.7078 34.3721 32.8663 34.8751 20.3121 40.0373 22.7565 40.1472 44.9153 37.7035 35.6921 23.5405 46.9823 34.8451 43.9471 27.455 33.2762 26.5059 24.8935 36.3927 33.2497 31.902 50.5839 41.382 27.7091 48.6155 51.4403 37.8562 50.9815 30.8628 46.3635 34.2398 39.6013 33.1785 55.9676 47.7323 41.5987 57.6606 36.6121 56.3625 38.982 57.8221 37.8646 46.9781 61.2003 45.0585 40.5162 60.7602 53.114 45.7192 59.4731 61.4366 55.5957 63.5313 43.5497 45.9755 62.5036 56.3028 64.463 52.9902 42.0075 61.428 60.678 50.9631 52.6223 63.9267 58.0707 63.6182 68.1402 68.5499 52.2327 47.261 52.9239 66.3785 71.1608 55.1936 72.7491 58.1021 
12.4062 15.3888 19.2192 1.74139 22.8681 24.9715 16.5863 0 25.9637 10.2225 10.9434 26.7175 28.2052 4.9385 11.9776 5.17818 8.96449 32.1427 25.3573 21.7794 13.6846 33.8422 37.0734 41.3411 16.7767 42.727 27.1518 26.7678 25.81 44.3484 36.4754 46.5774 21.3161 32.8008 38.6165 23.6338 48.3603 31.4398 25.5564 33.3529 38.8365 24.5727 28.6668 48.1678 45.0645 52.1046 41.6769 51.8818 37.7544 30.0955 35.9303 46.4834 55.5287 36.9156 32.4244 40.9015 45.5026 32.5141 34.1768 50.8947 52.6951 40.8847 55.5575 59.0432 44.8013 61.3978 53.6449 60.8925 56.9585 47.0541 63.4153 61.9738 43.2066 47.044 39.5249 61.4474 43.7905 62.4534 63.6949 40.4802 63.7999 66.4297 51.3779 44.915 44.0936 66.6031 67.2299 66.3913 42.3759 47.2132 63.2236 66.5495 68.498 53.1057 69.2571 49.862 68.3459 71.1297 69.3743 60.9157 
13.7001 13.3616 7.10586 24.3713 6.68157 4.49065 18.571 25.9637 0 23.2716 25.6472 6.89886 2.37026 30.856 29.2966 31.1051 31.9006 16.2073 24.3802 34.5303 38.5005 19.7158 18.1852 16.1664 41.7246 17.1165 38.7566 36.6591 41.2941 21.5897 34.4665 20.6995 47.2201 41.2451 36.1705 49.144 25.3762 46.0155 49.4787 44.758 38.9967 50.2853 50.6555 31.274 36.5965 26.2163 41.4313 30.0898 47.1403 54.1689 49.3619 40.9332 29.658 52.8098 56.2139 50.9753 46.6051 57.8626 58.1458 44.2373 44.3619 55.3131 42.4179 39.5864 55.7683 38.028 48.2832 40.7526 45.7109 55.6711 37.4516 43.5692 60.8843 57.57 63.5752 46.48 62.0693 45.6464 44.2211 64.9745 46.7422 41.7121 58.7647 64.3078 65.2231 45.513 43.9175 45.413 67.0223 65.5681 52.6899 51.336 49.738 65.2807 50.8611 69.0791 54.306 50.774 56.1691 76.5736 
10.9969 18.0316 18.2881 10.2663 17.998 20.6198 22.1255 10.2225 23.2716 0 19.8669 21.3657 25.0587 13.6714 21.766 12.8787 19.1415 24.2721 15.2536 31.3795 22.8622 36.8475 29.509 36.4101 19.7796 38.2236 36.7877 17.9834 35.9044 37.7106 26.255 42.4646 26.7052 42.0902 28.3971 31.4114 41.6306 41.5366 34.7128 43.1319 46.5571 31.8951 38.4574 50.9079 35.011 48.9474 49.4108 44.4637 29.3628 39.026 29.0248 52.9831 51.1781 47.1238 41.4559 50.6419 35.5913 35.7014 43.0649 40.6913 58.572 34.6007 59.9295 50.5808 54.7044 61.0705 43.423 62.4598 62.0168 38.7059 59.5533 64.3832 38.7433 39.3114 40.5007 51.9115 53.9484 65.5632 55.1349 42.0564 54.6255 64.9831 60.8875 41.5996 42.094 67.7353 66.9733 58.2695 44.1596 43.2323 53.1423 56.9841 70.8333 63.188 71.7705 46.4775 58.5839 72.7006 59.4978 71.1358 
